Date,Adj Close
1993-01-29,26.07965850830078
1993-02-01,26.26514434814453
1993-02-02,26.320781707763672
1993-02-03,26.599014282226562
1993-02-04,26.710311889648438
1993-02-05,26.691770553588867
1993-02-08,26.691770553588867
1993-02-09,26.506263732910156
1993-02-10,26.543376922607422
1993-02-11,26.67321014404297
1993-02-12,26.46918296813965
1993-02-16,25.801420211791992
1993-02-17,25.78287696838379
1993-02-18,25.764320373535156
1993-02-19,25.8570613861084
1993-02-22,25.94980239868164
1993-02-23,25.93126106262207
1993-02-24,26.26514434814453
1993-02-25,26.320781707763672
1993-02-26,26.357892990112305
1993-03-01,26.283687591552734
1993-03-02,26.67321014404297
1993-03-03,26.784517288208008
1993-03-04,26.63611602783203
1993-03-05,26.56191062927246
1993-03-08,27.15546989440918
1993-03-09,27.062747955322266
1993-03-10,27.11837387084961
1993-03-11,27.044179916381836
1993-03-12,26.765968322753906
1993-03-15,26.895801544189453
1993-03-16,26.895801544189453
1993-03-17,26.72885513305664
1993-03-18,26.895801544189453
1993-03-19,26.855091094970703
1993-03-22,26.70601463317871
1993-03-23,26.761911392211914
1993-03-24,26.761911392211914
1993-03-25,26.929643630981445
1993-03-26,26.780536651611328
1993-03-29,26.892370223999023
1993-03-30,26.96693229675293
1993-03-31,26.94828224182129
1993-04-01,26.855091094970703
1993-04-02,26.296005249023438
1993-04-05,26.42646026611328
1993-04-06,26.3519229888916
1993-04-07,26.445087432861328
1993-04-08,26.407827377319336
1993-04-12,26.780536651611328
1993-04-13,26.83646011352539
1993-04-14,26.7991886138916
1993-04-15,26.7991886138916
1993-04-16,26.7991886138916
1993-04-19,26.6873722076416
1993-04-20,26.556921005249023
1993-04-21,26.53827476501465
1993-04-22,26.20282554626465
1993-04-23,26.09101104736328
1993-04-26,25.886005401611328
1993-04-27,26.165557861328125
1993-04-28,26.109634399414062
1993-04-29,26.221471786499023
1993-04-30,26.25872802734375
1993-05-03,26.42646026611328
1993-05-04,26.51963996887207
1993-05-05,26.594186782836914
1993-05-06,26.501012802124023
1993-05-07,26.445087432861328
1993-05-10,26.501012802124023
1993-05-11,26.61281967163086
1993-05-12,26.575576782226562
1993-05-13,26.25872802734375
1993-05-14,26.240097045898438
1993-05-17,26.333267211914062
1993-05-18,26.314647674560547
1993-05-19,26.855091094970703
1993-05-20,26.929643630981445
1993-05-21,26.6873722076416
